event,time,ip,user,code,time
145,19:27:55,20216812083,5,530,
146,19:27:57,20216812083,5,331,
147,19:27:57,20216812083,5,530,
148,19:27:58,20216812083,5,331,
149,19:27:58,20216812083,5,530,
150,19:28:00,20216812083,5,331,
151,19:28:00,20216812083,5,530,
152,19:28:02,20216812083,5,331,
153,19:28:02,20216812083,5,530,
154,19:28:03,20216812083,5,331,
155,19:28:03,20216812083,5,530,
156,19:28:05,20216812083,5,331,
157,19:28:05,20216812083,5,530,
158,19:28:07,20216812083,5,331,
159,19:28:07,20216812083,5,530,
160,19:28:08,20216812083,5,331,
161,19:28:08,20216812083,5,530,
162,19:28:10,20216812083,5,331,
163,19:28:10,20216812083,5,530,
164,19:28:12,20216812083,5,331,
165,19:28:12,20216812083,5,530,
166,19:28:13,20216812083,5,331,
167,19:28:13,20216812083,5,530,
168,19:28:15,20216812083,5,331,
169,19:28:15,20216812083,5,530,
170,19:28:17,20216812083,5,331,
171,19:28:17,20216812083,5,530,
172,19:28:18,20216812083,5,331,
173,19:28:18,20216812083,5,530,
174,19:28:20,20216812083,5,331,
175,19:28:20,20216812083,5,530,
176,19:28:22,20216812083,5,331,
177,19:28:22,20216812083,5,530,
178,19:28:23,20216812083,5,331,
179,19:28:23,20216812083,5,530,
180,19:28:25,20216812083,5,331,
181,19:28:25,20216812083,5,530,
182,19:28:27,20216812083,5,331,
183,19:28:27,20216812083,5,530,
184,19:28:28,20216812083,5,331,
185,19:28:28,20216812083,5,530,
186,19:28:30,20216812083,5,331,
187,19:28:30,20216812083,5,530,
188,19:28:32,20216812083,5,331,
189,19:28:32,20216812083,5,530,
190,19:28:33,20216812083,5,331,
191,19:28:33,20216812083,5,530,
192,19:28:35,20216812083,5,331,
193,19:28:35,20216812083,5,530,
194,19:28:37,20216812083,5,331,
195,19:28:37,20216812083,5,530,
196,19:28:38,20216812083,5,331,
197,19:28:38,20216812083,5,530,
198,19:28:40,20216812083,5,331,
199,19:28:40,20216812083,5,530,
200,19:28:42,20216812083,5,331,
201,19:28:42,20216812083,5,530,
202,19:28:43,20216812083,5,331,
203,19:28:43,20216812083,5,530,
204,19:28:45,20216812083,5,331,
205,19:28:45,20216812083,5,530,
206,19:28:47,20216812083,5,331,
207,19:28:47,20216812083,5,530,
208,19:28:48,20216812083,5,331,
209,19:28:48,20216812083,5,530,
210,19:28:50,20216812083,5,331,
211,19:28:50,20216812083,5,530,
212,19:28:52,20216812083,5,331,
213,19:28:52,20216812083,5,530,
214,19:28:54,20216812083,5,331,
215,19:28:54,20216812083,5,530,
216,19:28:55,20216812083,5,331,
217,19:28:55,20216812083,5,530,
218,19:28:57,20216812083,5,331,
219,19:28:57,20216812083,5,530,
220,19:28:59,20216812083,5,331,
221,19:28:59,20216812083,5,530,
222,19:29:00,20216812083,5,331,
223,19:29:00,20216812083,5,530,
224,19:29:02,20216812083,5,331,
225,19:29:02,20216812083,5,530,
226,19:29:04,20216812083,5,331,
227,19:29:04,20216812083,5,530,
228,19:29:05,20216812083,5,331,
229,19:29:05,20216812083,5,530,
230,19:29:07,20216812083,5,331,
231,19:29:07,20216812083,5,530,
232,19:29:09,20216812083,5,331,
233,19:29:09,20216812083,5,530,
234,19:29:10,20216812083,5,331,
235,19:29:10,20216812083,5,530,
236,19:29:12,20216812083,5,331,
237,19:29:12,20216812083,5,530,
238,19:29:14,20216812083,5,331,
239,19:29:14,20216812083,5,530,
240,19:29:15,20216812083,5,331,
241,19:29:15,20216812083,5,530,
242,19:29:17,20216812083,5,331,
243,19:29:17,20216812083,5,530,
244,19:29:19,20216812083,5,331,
245,19:29:19,20216812083,5,530,
246,19:29:20,20216812083,5,331,
247,19:29:20,20216812083,5,530,
248,19:29:22,20216812083,5,331,
249,19:29:22,20216812083,5,530,
250,19:29:24,20216812083,5,331,
251,19:29:24,20216812083,5,530,
252,19:29:26,20216812083,5,331,
253,19:29:26,20216812083,5,530,
254,19:29:27,20216812083,5,331,
255,19:29:27,20216812083,5,530,
256,19:29:29,20216812083,5,331,
257,19:29:29,20216812083,5,530,
258,19:29:31,20216812083,5,331,
259,19:29:31,20216812083,5,530,
260,19:29:32,20216812083,5,331,
261,19:29:32,20216812083,5,530,
262,19:29:34,20216812083,5,331,
263,19:29:34,20216812083,5,530,
264,19:29:36,20216812083,5,331,
265,19:29:36,20216812083,5,530,
266,19:29:37,20216812083,5,331,
267,19:29:37,20216812083,5,530,
268,19:29:39,20216812083,5,331,
269,19:29:39,20216812083,5,530,
270,19:29:41,20216812083,5,331,
271,19:29:41,20216812083,5,530,
272,19:29:42,20216812083,5,331,
273,19:29:42,20216812083,5,530,
274,19:29:44,20216812083,5,331,
275,19:29:44,20216812083,5,530,
276,19:29:46,20216812083,5,331,
277,19:29:46,20216812083,5,530,
278,19:29:47,20216812083,5,331,
279,19:29:47,20216812083,5,530,
280,19:29:49,20216812083,5,331,
281,19:29:49,20216812083,5,530,
282,19:29:51,20216812083,5,331,
283,19:29:51,20216812083,5,530,
284,19:29:53,20216812083,5,331,
285,19:29:53,20216812083,5,530,
286,19:29:54,20216812083,5,331,
287,19:29:54,20216812083,5,530,
288,19:29:56,20216812083,5,331,
289,19:29:56,20216812083,5,530,
290,19:29:58,20216812083,5,331,
291,19:29:58,20216812083,5,530,
292,19:29:59,20216812083,5,331,
293,19:29:59,20216812083,5,530,
294,19:30:01,20216812083,5,331,
295,19:30:01,20216812083,5,530,
296,19:30:03,20216812083,5,331,
297,19:30:03,20216812083,5,530,
298,19:30:04,20216812083,5,331,
299,19:30:04,20216812083,5,530,
300,19:30:06,20216812083,5,331,
301,19:30:06,20216812083,5,530,
302,19:30:08,20216812083,5,331,
303,19:30:08,20216812083,5,530,
304,19:30:09,20216812083,5,331,
305,19:30:09,20216812083,5,530,
306,19:30:11,20216812083,5,331,
307,19:30:11,20216812083,5,530,
308,19:30:13,20216812083,5,331,
309,19:30:13,20216812083,5,530,
310,19:30:14,20216812083,5,331,
311,19:30:14,20216812083,5,530,
312,19:30:16,20216812083,5,331,
313,19:30:16,20216812083,5,530,
314,19:30:18,20216812083,5,331,
315,19:30:18,20216812083,5,530,
316,19:30:20,20216812083,5,331,
317,19:30:20,20216812083,5,530,
318,19:30:21,20216812083,5,331,
319,19:30:21,20216812083,5,530,
320,19:30:23,20216812083,5,331,
321,19:30:23,20216812083,5,530,
322,19:30:25,20216812083,5,331,
323,19:30:25,20216812083,5,530,
324,19:30:26,20216812083,5,331,
325,19:30:26,20216812083,5,530,
326,19:30:28,20216812083,5,331,
327,19:30:28,20216812083,5,530,
328,19:30:30,20216812083,5,331,
329,19:30:30,20216812083,5,530,
330,19:30:31,20216812083,5,331,
331,19:30:31,20216812083,5,530,
332,19:30:33,20216812083,5,331,
333,19:30:33,20216812083,5,530,
334,19:30:35,20216812083,5,331,
335,19:30:35,20216812083,5,530,
336,19:30:37,20216812083,5,331,
337,19:30:37,20216812083,5,530,
338,19:30:38,20216812083,5,331,
339,19:30:38,20216812083,5,530,
340,19:30:40,20216812083,5,331,
341,19:30:40,20216812083,5,530,
342,19:30:42,20216812083,5,331,
343,19:30:42,20216812083,5,530,
344,19:30:43,20216812083,5,331,
345,19:30:43,20216812083,5,530,
346,19:30:45,20216812083,5,331,
347,19:30:45,20216812083,5,530,
348,19:30:47,20216812083,5,331,
349,19:30:47,20216812083,5,530,
350,19:30:48,20216812083,5,331,
351,19:30:48,20216812083,5,530,
352,19:30:50,20216812083,5,331,
353,19:30:50,20216812083,5,530,
354,19:30:52,20216812083,5,331,
355,19:30:52,20216812083,5,530,
356,19:30:53,20216812083,5,331,
357,19:30:53,20216812083,5,530,
358,19:30:55,20216812083,5,331,
359,19:30:55,20216812083,5,530,
360,19:30:57,20216812083,5,331,
361,19:30:57,20216812083,5,530,
362,19:30:58,20216812083,5,331,
363,19:30:58,20216812083,5,530,
364,19:31:00,20216812083,5,331,
365,19:31:00,20216812083,5,530,
366,19:31:02,20216812083,5,331,
367,19:31:02,20216812083,5,530,
368,19:31:04,20216812083,5,331,
369,19:31:04,20216812083,5,530,
370,19:31:05,20216812083,5,331,
371,19:31:05,20216812083,5,530,
372,19:31:07,20216812083,5,331,
373,19:31:07,20216812083,5,530,
374,19:31:09,20216812083,5,331,
375,19:31:09,20216812083,5,530,
376,19:31:10,20216812083,5,331,
377,19:31:10,20216812083,5,530,
378,19:31:12,20216812083,5,331,
379,19:31:12,20216812083,5,530,
380,19:31:14,20216812083,5,331,
381,19:31:14,20216812083,5,530,
382,19:31:15,20216812083,5,331,
383,19:31:15,20216812083,5,530,
384,19:31:17,20216812083,5,331,
385,19:31:17,20216812083,5,530,
386,19:31:19,20216812083,5,331,
387,19:31:19,20216812083,5,530,
388,19:31:20,20216812083,5,331,
389,19:31:20,20216812083,5,530,
390,19:31:22,20216812083,5,331,
391,19:31:22,20216812083,5,530,
392,19:31:24,20216812083,5,331,
393,19:31:24,20216812083,5,530,
394,19:31:25,20216812083,5,331,
395,19:31:25,20216812083,5,530,
396,19:31:27,20216812083,5,331,
397,19:31:27,20216812083,5,530,
398,19:31:29,20216812083,5,331,
399,19:31:29,20216812083,5,530,
400,19:31:30,20216812083,5,331,
401,19:31:30,20216812083,5,530,
402,19:31:32,20216812083,5,331,
403,19:31:32,20216812083,5,530,
404,19:31:34,20216812083,5,331,
405,19:31:34,20216812083,5,530,
406,19:31:35,20216812083,5,331,
407,19:31:35,20216812083,5,530,
408,19:31:37,20216812083,5,331,
409,19:31:37,20216812083,5,530,
410,19:31:39,20216812083,5,331,
411,19:31:39,20216812083,5,530,
412,19:31:40,20216812083,5,331,
413,19:31:40,20216812083,5,530,
414,19:31:42,20216812083,5,331,
415,19:31:42,20216812083,5,530,
416,19:31:44,20216812083,5,331,
417,19:31:44,20216812083,5,530,
418,19:31:45,20216812083,5,331,
419,19:31:45,20216812083,5,530,
420,19:31:47,20216812083,5,331,
421,19:31:47,20216812083,5,530,
422,19:31:49,20216812083,5,331,
423,19:31:49,20216812083,5,530,
424,19:31:50,20216812083,5,331,
425,19:31:50,20216812083,5,530,
426,19:31:52,20216812083,5,331,
427,19:31:52,20216812083,5,530,
428,19:31:54,20216812083,5,331,
429,19:31:54,20216812083,5,530,
430,19:31:55,20216812083,5,331,
431,19:31:55,20216812083,5,530,
432,19:31:57,20216812083,5,331,
433,19:31:57,20216812083,5,530,
434,19:31:59,20216812083,5,331,
435,19:31:59,20216812083,5,530,
436,19:32:00,20216812083,5,331,
437,19:32:00,20216812083,5,530,
438,19:32:02,20216812083,5,331,
439,19:32:02,20216812083,5,530,
440,19:32:04,20216812083,5,331,
441,19:32:04,20216812083,5,530,
442,19:32:05,20216812083,5,331,
443,19:32:05,20216812083,5,530,
444,19:32:07,20216812083,5,331,
445,19:32:07,20216812083,5,530,
446,19:32:09,20216812083,5,331,
447,19:32:09,20216812083,5,530,
448,19:32:11,20216812083,5,331,
449,19:32:11,20216812083,5,530,
450,19:32:12,20216812083,5,331,
451,19:32:12,20216812083,5,530,
452,19:32:14,20216812083,5,331,
453,19:32:14,20216812083,5,530,
454,19:32:16,20216812083,5,331,
455,19:32:16,20216812083,5,530,
456,19:32:17,20216812083,5,331,
457,19:32:17,20216812083,5,530,
458,19:32:19,20216812083,5,331,
459,19:32:19,20216812083,5,530,
460,19:32:21,20216812083,5,331,
461,19:32:21,20216812083,5,530,
462,19:32:22,20216812083,5,331,
463,19:32:22,20216812083,5,530,
464,19:32:24,20216812083,5,331,
465,19:32:24,20216812083,5,530,
466,19:32:26,20216812083,5,331,
467,19:32:26,20216812083,5,530,
468,19:32:27,20216812083,5,331,
469,19:32:27,20216812083,5,530,
470,19:32:29,20216812083,5,331,
471,19:32:29,20216812083,5,530,
472,19:32:31,20216812083,5,331,
473,19:32:31,20216812083,5,530,
474,19:32:32,20216812083,5,331,
475,19:32:32,20216812083,5,530,
476,19:32:34,20216812083,5,331,
477,19:32:34,20216812083,5,530,
478,19:32:36,20216812083,5,331,
479,19:32:36,20216812083,5,530,
480,19:32:37,20216812083,5,331,
481,19:32:37,20216812083,5,530,
482,19:32:39,20216812083,5,331,
483,19:32:39,20216812083,5,530,
484,19:32:41,20216812083,5,331,
485,19:32:41,20216812083,5,530,
486,19:32:42,20216812083,5,331,
487,19:32:42,20216812083,5,530,
488,19:32:44,20216812083,5,331,
489,19:32:44,20216812083,5,530,
490,19:32:46,20216812083,5,331,
491,19:32:46,20216812083,5,530,
492,19:32:48,20216812083,5,331,
493,19:32:48,20216812083,5,530,
494,19:32:49,20216812083,5,331,
495,19:32:49,20216812083,5,530,
496,19:32:51,20216812083,5,331,
497,19:32:51,20216812083,5,530,
498,19:32:53,20216812083,5,331,
499,19:32:53,20216812083,5,530,
500,19:32:54,20216812083,5,331,
501,19:32:54,20216812083,5,530,
502,19:32:56,20216812083,5,331,
503,19:32:56,20216812083,5,530,
504,19:32:58,20216812083,5,331,
505,19:32:58,20216812083,5,530,
506,19:32:59,20216812083,5,331,
507,19:32:59,20216812083,5,530,
508,19:33:01,20216812083,5,331,
509,19:33:01,20216812083,5,530,
510,19:33:03,20216812083,5,331,
511,19:33:03,20216812083,5,530,
512,19:33:04,20216812083,5,331,
513,19:33:04,20216812083,5,530,
514,19:33:06,20216812083,5,331,
515,19:33:06,20216812083,5,530,
516,19:33:08,20216812083,5,331,
517,19:33:08,20216812083,5,530,
518,19:33:09,20216812083,5,331,
519,19:33:09,20216812083,5,530,
520,19:33:11,20216812083,5,331,
521,19:33:11,20216812083,5,530,
522,19:33:13,20216812083,5,331,
523,19:33:13,20216812083,5,530,
524,19:33:14,20216812083,5,331,
525,19:33:14,20216812083,5,530,
526,19:33:16,20216812083,5,331,
527,19:33:16,20216812083,5,530,
528,19:33:18,20216812083,5,331,
529,19:33:18,20216812083,5,530,
530,19:33:19,20216812083,5,331,
531,19:33:19,20216812083,5,530,
532,19:33:21,20216812083,5,331,
533,19:33:21,20216812083,5,530,
534,19:33:23,20216812083,5,331,
535,19:33:23,20216812083,5,530,
536,19:33:24,20216812083,5,331,
537,19:33:24,20216812083,5,530,
538,19:33:26,20216812083,5,331,
539,19:33:26,20216812083,5,530,
540,19:33:28,20216812083,5,331,
541,19:33:28,20216812083,5,530,
542,19:33:29,20216812083,5,331,
543,19:33:29,20216812083,5,530,
544,19:33:31,20216812083,5,331,
545,19:33:31,20216812083,5,530,
546,19:33:33,20216812083,5,331,
547,19:33:33,20216812083,5,530,
548,19:33:34,20216812083,5,331,
549,19:33:34,20216812083,5,530,
550,19:33:36,20216812083,5,331,
551,19:33:36,20216812083,5,530,
552,19:33:38,20216812083,5,331,
553,19:33:38,20216812083,5,530,
554,19:33:39,20216812083,5,331,
555,19:33:39,20216812083,5,530,
556,19:33:41,20216812083,5,331,
557,19:33:41,20216812083,5,530,
558,19:33:43,20216812083,5,331,
559,19:33:43,20216812083,5,530,
560,19:33:45,20216812083,5,331,
561,19:33:45,20216812083,5,530,
562,19:33:46,20216812083,5,331,
563,19:33:46,20216812083,5,530,
564,19:33:48,20216812083,5,331,
565,19:33:48,20216812083,5,530,
566,19:33:50,20216812083,5,331,
567,19:33:50,20216812083,5,530,
568,19:33:51,20216812083,5,331,
569,19:33:51,20216812083,5,530,
570,19:33:53,20216812083,5,331,
571,19:33:53,20216812083,5,530,
572,19:33:55,20216812083,5,331,
573,19:33:55,20216812083,5,530,
574,19:33:56,20216812083,5,331,
575,19:33:56,20216812083,5,530,
576,19:33:58,20216812083,5,331,
577,19:33:58,20216812083,5,530,
578,19:34:00,20216812083,5,331,
579,19:34:00,20216812083,5,530,
580,19:34:01,20216812083,5,331,
581,19:34:01,20216812083,5,530,
582,19:34:03,20216812083,5,331,
583,19:34:03,20216812083,5,530,
584,19:34:05,20216812083,5,331,
585,19:34:05,20216812083,5,530,
586,19:34:06,20216812083,5,331,
587,19:34:06,20216812083,5,530,
588,19:34:08,20216812083,5,331,
589,19:34:08,20216812083,5,530,
590,19:34:10,20216812083,5,331,
591,19:34:10,20216812083,5,530,
592,19:34:11,20216812083,5,331,
593,19:34:11,20216812083,5,530,
594,19:34:13,20216812083,5,331,
595,19:34:13,20216812083,5,530,
596,19:34:15,20216812083,5,331,
597,19:34:15,20216812083,5,530,
598,19:34:16,20216812083,5,331,
599,19:34:16,20216812083,5,530,
600,19:34:18,20216812083,5,331,
601,19:34:18,20216812083,5,530,
602,19:34:20,20216812083,5,331,
603,19:34:20,20216812083,5,530,
604,19:34:21,20216812083,5,331,
605,19:34:21,20216812083,5,530,
606,19:34:23,20216812083,5,331,
607,19:34:23,20216812083,5,530,
608,19:34:25,20216812083,5,331,
609,19:34:25,20216812083,5,530,
610,19:34:26,20216812083,5,331,
611,19:34:26,20216812083,5,530,
612,19:34:28,20216812083,5,331,
613,19:34:28,20216812083,5,530,
614,19:34:30,20216812083,5,331,
615,19:34:30,20216812083,5,530,
616,19:34:32,20216812083,5,331,
617,19:34:32,20216812083,5,530,
618,19:34:33,20216812083,5,331,
619,19:34:33,20216812083,5,530,
620,19:34:35,20216812083,5,331,
621,19:34:35,20216812083,5,530,
622,19:34:37,20216812083,5,331,
623,19:34:37,20216812083,5,530,
624,19:34:38,20216812083,5,331,
625,19:34:38,20216812083,5,530,
626,19:34:40,20216812083,5,331,
627,19:34:40,20216812083,5,530,
628,19:34:42,20216812083,5,331,
629,19:34:42,20216812083,5,530,
630,19:34:43,20216812083,5,331,
631,19:34:43,20216812083,5,530,
632,19:34:45,20216812083,5,331,
633,19:34:45,20216812083,5,530,
634,19:34:47,20216812083,5,331,
635,19:34:47,20216812083,5,530,
636,19:34:48,20216812083,5,331,
637,19:34:48,20216812083,5,530,
638,19:34:50,20216812083,5,331,
639,19:34:50,20216812083,5,530,
640,19:34:52,20216812083,5,331,
641,19:34:52,20216812083,5,530,
642,19:34:53,20216812083,5,331,
643,19:34:53,20216812083,5,530,
644,19:34:55,20216812083,5,331,
645,19:34:55,20216812083,5,530,
646,19:34:57,20216812083,5,331,
647,19:34:57,20216812083,5,530,
648,19:34:58,20216812083,5,331,
649,19:34:58,20216812083,5,530,
650,19:35:00,20216812083,5,331,
651,19:35:00,20216812083,5,530,
652,19:35:02,20216812083,5,331,
653,19:35:02,20216812083,5,530,
654,19:35:03,20216812083,5,331,
655,19:35:03,20216812083,5,530,
656,19:35:05,20216812083,5,331,
657,19:35:05,20216812083,5,530,
658,19:35:07,20216812083,5,331,
659,19:35:07,20216812083,5,530,
660,19:35:08,20216812083,5,331,
661,19:35:08,20216812083,5,530,
662,19:35:10,20216812083,5,331,
663,19:35:10,20216812083,5,530,
664,19:35:12,20216812083,5,331,
665,19:35:12,20216812083,5,530,
666,19:35:14,20216812083,5,331,
667,19:35:14,20216812083,5,530,
668,19:35:15,20216812083,5,331,
669,19:35:15,20216812083,5,530,
670,19:35:17,20216812083,5,331,
671,19:35:17,20216812083,5,530,
672,19:35:19,20216812083,5,331,
673,19:35:19,20216812083,5,530,
674,19:35:20,20216812083,5,331,
675,19:35:20,20216812083,5,530,
676,19:35:22,20216812083,5,331,
677,19:35:22,20216812083,5,530,
678,19:35:24,20216812083,5,331,
679,19:35:24,20216812083,5,530,
680,19:35:25,20216812083,5,331,
681,19:35:25,20216812083,5,530,
682,19:35:27,20216812083,5,331,
683,19:35:27,20216812083,5,530,
684,19:35:29,20216812083,5,331,
685,19:35:29,20216812083,5,530,
686,19:35:30,20216812083,5,331,
687,19:35:30,20216812083,5,530,
688,19:35:32,20216812083,5,331,
689,19:35:32,20216812083,5,530,
690,19:35:33,20216812083,5,331,
691,19:35:33,20216812083,5,530,
692,19:35:35,20216812083,5,331,
693,19:35:35,20216812083,5,530,
694,19:35:37,20216812083,5,331,
695,19:35:37,20216812083,5,530,
696,19:35:39,20216812083,5,331,
697,19:35:39,20216812083,5,530,
698,19:35:40,20216812083,5,331,
699,19:35:40,20216812083,5,530,
700,19:35:42,20216812083,5,331,
701,19:35:42,20216812083,5,530,
702,19:35:44,20216812083,5,331,
703,19:35:44,20216812083,5,530,
704,19:35:45,20216812083,5,331,
705,19:35:45,20216812083,5,530,
706,19:35:47,20216812083,5,331,
707,19:35:47,20216812083,5,530,
708,19:35:49,20216812083,5,331,
709,19:35:49,20216812083,5,530,
710,19:35:50,20216812083,5,331,
711,19:35:50,20216812083,5,530,
712,19:35:52,20216812083,5,331,
713,19:35:52,20216812083,5,530,
714,19:35:54,20216812083,5,331,
715,19:35:54,20216812083,5,530,
716,19:35:55,20216812083,5,331,
717,19:35:55,20216812083,5,530,
718,19:35:57,20216812083,5,331,
719,19:35:57,20216812083,5,530,
720,19:35:59,20216812083,5,331,
721,19:35:59,20216812083,5,530,
722,19:36:00,20216812083,5,331,
723,19:36:00,20216812083,5,530,
724,19:36:02,20216812083,5,331,
725,19:36:02,20216812083,5,530,
